,entity_id,is_coniferous,sc_name,family,flag,range_state,common_name
54,55,0.0,Aleurites moluccanus,Euphorbiaceae,,,
55,56,0.0,Alexa grandiflora,Leguminosae,,,
56,57,0.0,Alexa imperatricis,Leguminosae,,,
57,58,0.0,Alexa wachenheimii,Leguminosae,,,
58,59,0.0,Allantoma integrifolia,Lecythidaceae,,,
59,60,0.0,Allantoma pluriflora,Lecythidaceae,,,
60,61,0.0,Allophylus cobbe,Sapindaceae,,,
61,62,0.0,Alnus glutinosa,Betulaceae,,,
62,63,0.0,Alnus incana,Betulaceae,,,
63,64,0.0,Alnus nepalensis,Betulaceae,,,
64,65,0.0,Alnus rubra,Betulaceae,,,
65,66,0.0,Alphitonia philippinensis,Rhamnaceae,,,
66,67,0.0,Alphitonia zizyphoides,Rhamnaceae,,,
67,68,0.0,Alseodaphne archboldiana,Lauraceae,,,
68,69,0.0,Alseodaphne malabonga,Lauraceae,,,
69,70,0.0,Alstonia actinophylla,Apocynaceae,,,
70,71,0.0,Alstonia angustifolia,Apocynaceae,,,
71,72,0.0,Alstonia angustiloba,Apocynaceae,,,
72,73,0.0,Alstonia boonei,Apocynaceae,,,
73,74,0.0,Alstonia congensis,Apocynaceae,,,
74,75,0.0,Alstonia macrophylla,Apocynaceae,,,
75,76,0.0,Alstonia scholaris,Apocynaceae,1.0,"AR,CL",
76,77,0.0,Alstonia spatulata,Apocynaceae,,,
77,78,0.0,Altingia excelsa,Altingiaceae,,,
78,79,0.0,Amblygonocarpus andongensis,Leguminosae,,,
79,80,0.0,Amburana cearensis,Leguminosae,,,
80,81,0.0,Amphimas ferrugineus,Leguminosae,,,
81,82,0.0,Amphimas pterocarpoides,Leguminosae,,,
82,83,0.0,Anacardium excelsum,Anacardiaceae,,,
83,84,0.0,Anacardium giganteum,Anacardiaceae,,,
84,85,0.0,Anacardium occidentale,Anacardiaceae,,,
85,86,0.0,Anacardium spruceanum,Anacardiaceae,,,
86,87,0.0,Andira coriacea,Leguminosae,,,
87,88,0.0,Andira inermis,Leguminosae,,,
88,89,0.0,Androstachys johnsonii,Picrodendraceae,,,
89,90,0.0,Aniba canellila,Lauraceae,,,
90,91,0.0,Aniba parviflora,Lauraceae,,,
91,92,0.0,Aniba rosaeodora,Lauraceae,,,
92,93,0.0,Anisoptera costata,Dipterocarpaceae,,,
93,94,0.0,Anisoptera curtisii,Dipterocarpaceae,,,
94,95,0.0,Anisoptera laevis,Dipterocarpaceae,,,
95,96,0.0,Anisoptera marginata,Dipterocarpaceae,,,
96,97,0.0,Anisoptera scaphula,Dipterocarpaceae,,,
97,98,0.0,Anisoptera thurifera,Dipterocarpaceae,,,
98,99,0.0,Annickia chlorantha,Annonaceae,,,
99,100,0.0,Anogeissus acuminata,Combretaceae,,,
100,101,0.0,Anogeissus latifolia,Combretaceae,,,
101,102,0.0,Anonidium mannii,Annonaceae,,,
102,103,0.0,Anopyxis klaineana,Rhizophoraceae,,,
103,104,0.0,Antiaris toxicaria welwitschii,Moraceae,,,
104,105,0.0,Antiaris toxicaria,Moraceae,,,
105,106,0.0,Antiaris toxicaria,Moraceae,,,
106,107,0.0,Antiaris africana,Moraceae,,,
107,108,0.0,Antiaris toxicaria,Moraceae,,,
108,109,0.0,Antrocaryon klaineanum,Anacardiaceae,,,
109,110,0.0,Antrocaryon micraster,Anacardiaceae,,,
110,111,0.0,Apeiba glabra,Malvaceae,,,
111,112,0.0,Aphananthe philippinensis,Cannabaceae,,,
112,113,0.0,Aphanocalyx heitzii,Leguminosae,,,
113,114,0.0,Apuleia leiocarpa,Leguminosae,,,
114,115,0.0,Aquilaria malaccensis,Thymelaeaceae,,,
115,116,0.0,Arbutus menziesii,Ericaceae,,,
116,117,0.0,Arbutus unedo,Ericaceae,,,
117,118,0.0,Archidendropsis xanthoxylon,Leguminosae,,,
118,119,0.0,Artocarpus altilis,Moraceae,,,
119,120,0.0,Artocarpus chama,Moraceae,,,
120,121,0.0,Artocarpus elasticus,Moraceae,,,
121,122,0.0,Artocarpus hirsutus,Moraceae,,,
122,123,0.0,Artocarpus integer,Moraceae,,,
123,124,0.0,Artocarpus lanceifolius,Moraceae,,,
124,125,0.0,Artocarpus ovatus,Moraceae,,,
125,126,0.0,Artocarpus rigidus,Moraceae,,,
126,127,0.0,Artocarpus scortechinii,Moraceae,,,
127,128,0.0,Aspidosperma album,Apocynaceae,,,
128,129,0.0,Aspidosperma desmanthum,Apocynaceae,,,
129,130,0.0,Aspidosperma megalocarpon,Apocynaceae,,,
130,131,0.0,Aspidosperma polyneuron,Apocynaceae,,,
131,132,0.0,Aspidosperma quebracho-blanco,Apocynaceae,,,
132,133,0.0,Aspidosperma tomentosum,Apocynaceae,,,
133,134,0.0,Aspidosperma vargasii,Apocynaceae,,,
134,135,0.0,Aspidostemon perrieri,Lauraceae,,,
135,136,0.0,Asteropeia rhopaloides,Asteropeiaceae,,,
136,137,0.0,Astronium fraxinifolium,Anacardiaceae,,,
137,138,0.0,Astronium graveolens,Anacardiaceae,,,
138,139,0.0,Astronium lecointei,Anacardiaceae,,,
139,140,0.0,Astronium urundeuva,Anacardiaceae,,,
140,141,0.0,Atherosperma moschatum,Atherospermataceae,,,
141,142,0.0,Aucoumea klaineana,Burseraceae,,,
142,143,0.0,Autranella congolensis,Sapotaceae,,,
143,144,0.0,Azadirachta excelsa,Meliaceae,,,
144,145,0.0,Azadirachta indica,Meliaceae,,,
145,146,0.0,Bagassa guianensis,Moraceae,,,
146,147,0.0,Baikiaea insignis,Leguminosae,,,
147,148,0.0,Baikiaea plurijuga,Leguminosae,,,
148,149,0.0,Baillonella toxisperma,Sapotaceae,,,
149,150,0.0,Balakata baccata,Euphorbiaceae,,,
150,151,0.0,Balakata luzonica,Euphorbiaceae,,,
151,152,0.0,Balanocarpus heimii,Dipterocarpaceae,,,
152,153,0.0,Balfourodendron riedelianum,Rutaceae,,,
153,154,0.0,Balmea stormiae,Rubiaceae,,,
154,155,0.0,Baphia nitida,Leguminosae,,,
155,156,0.0,Barringtonia acutangula,Lecythidaceae,,,
156,157,0.0,Bastardiopsis densiflora,Malvaceae,,,
157,158,0.0,Batesia floribunda,Leguminosae,,,
158,159,0.0,Beccariophoenix madagascariensis,Arecaceae,,,
159,160,0.0,Beilschmiedia letouzeyi,Lauraceae,,,
160,161,0.0,Beilschmiedia mannii,Lauraceae,,,
161,162,0.0,Beilschmiedia tawa,Lauraceae,,,
162,163,0.0,Beilschmiedia velutina,Lauraceae,,,
163,164,0.0,Berchemia zeyheri,Rhamnaceae,,,
164,165,0.0,Berlinia auriculata,Leguminosae,,,
165,166,0.0,Berlinia bracteosa,Leguminosae,,,
166,167,0.0,Berlinia confusa,Leguminosae,,,
167,168,0.0,Berlinia grandiflora,Leguminosae,,,
168,169,0.0,Bertholletia excelsa,Lecythidaceae,,,
169,170,0.0,Betula alleghaniensis,Betulaceae,,,
170,171,0.0,Betula alnoides,Betulaceae,,,
171,172,0.0,Betula lenta,Betulaceae,,,
172,173,0.0,Betula maximowicziana,Betulaceae,,,
173,174,0.0,Betula nigra,Betulaceae,,,
174,175,0.0,Betula papyrifera,Betulaceae,,,
175,176,0.0,Betula pendula,Betulaceae,,,
176,177,0.0,Betula populifolia,Betulaceae,,,
177,178,0.0,Betula pubescens,Betulaceae,,,
178,179,0.0,Betula schmidtii,Betulaceae,,,
179,180,0.0,Bischofia javanica,Phyllanthaceae,,,
180,181,0.0,Bixa arborea,Bixaceae,,,
181,182,0.0,Bixa orellana,Bixaceae,,,
182,183,0.0,Bobgunnia fistuloides,Leguminosae,,,
183,184,0.0,Bobgunnia madagascariensis,Leguminosae,,,
184,185,0.0,Bombax brevicuspe,Malvaceae,,,
185,186,0.0,Bombax ceiba,Malvaceae,,,
186,187,0.0,Borassus flabellifer,Arecaceae,,,
187,188,0.0,Bowdichia nitida,Leguminosae,,,
188,189,0.0,Bowdichia virgilioides,Leguminosae,,,
189,190,0.0,Brachylaena huillensis,Compositae,,,
190,191,0.0,Brachylaena merana,Compositae,,,
191,192,0.0,Brachylaena ramiflora,Compositae,,,
192,193,0.0,Brachystegia cynometroides,Leguminosae,,,
193,194,0.0,Brachystegia eurycoma,Leguminosae,,,
194,195,0.0,Brachystegia laurentii,Leguminosae,,,
195,196,0.0,Brachystegia leonensis,Leguminosae,,,
196,197,0.0,Brachystegia mildbraedii,Leguminosae,,,
197,198,0.0,Brachystegia nigerica,Leguminosae,,,
198,199,0.0,Brachystegia spiciformis,Leguminosae,,,
199,200,0.0,Brachystegia zenkeri,Leguminosae,,,
200,201,0.0,Breonadia salicina,Rubiaceae,,,
201,202,0.0,Breonia madagascariensis,Rubiaceae,,,
202,203,0.0,Breviea sericea,Sapotaceae,,,
203,204,0.0,Bridelia grandis,Phyllanthaceae,,,
204,205,0.0,Bridelia micrantha,Phyllanthaceae,,,
205,206,0.0,Brosimum alicastrum,Moraceae,,,
206,207,0.0,Brosimum costaricanum,Moraceae,,,
207,208,0.0,Brosimum guianense,Moraceae,,,
208,209,0.0,Brosimum parinarioides,Moraceae,,,
209,210,0.0,Brosimum potabile,Moraceae,,,
210,211,0.0,Brosimum rubescens,Moraceae,,,
211,212,0.0,Brosimum utile,Moraceae,,,
212,213,0.0,Buchanania arborescens,Anacardiaceae,,,
213,214,0.0,Buchanania latifolia,Anacardiaceae,,,
214,215,0.0,Buchenavia tetraphylla,Combretaceae,,,
215,216,0.0,Bucida buceras,Combretaceae,,,
216,217,0.0,Bulnesia arborea,Zygophyllaceae,,,
217,218,0.0,Bulnesia carrapo,Zygophyllaceae,,,
218,219,0.0,Bulnesia sarmientoi,Zygophyllaceae,,,
219,220,0.0,Burkea africana,Leguminosae,,,
220,221,0.0,Bursera simaruba,Burseraceae,,,
221,222,0.0,Buxus macowanii,Buxaceae,,,
222,223,0.0,Buxus sempervirens,Buxaceae,,,
223,224,0.0,Byrsonima crassifolia,Malpighiaceae,,,
224,225,0.0,Byrsonima spicata,Malpighiaceae,,,
225,226,0.0,Cabralea cangerana,Meliaceae,,,
226,227,0.0,Cabralea canjerana,Meliaceae,,,
227,228,0.0,Caesalpinia echinata,Leguminosae,,,
228,229,0.0,Caesalpinia ferrea,Leguminosae,,,
229,230,0.0,Caesalpinia granadillo,Leguminosae,,,
230,231,0.0,Caesalpinia paraguariensis,Leguminosae,,,
231,232,0.0,Caesalpinia platyloba,Leguminosae,,,
232,233,0.0,Calophyllum brasiliense,Clusiaceae,,,
233,234,0.0,Calophyllum ferrugineum,Clusiaceae,,,
234,235,0.0,Calophyllum inophyllum,Clusiaceae,,,
235,236,0.0,Calophyllum papuanum,Clusiaceae,,,
236,237,0.0,Calophyllum peekelii,Clusiaceae,,,
237,238,0.0,Calophyllum tetrapterum,Clusiaceae,,,
238,239,0.0,Calophyllum tomentosum,Clusiaceae,,,
239,240,0.0,Calophyllum vitiense,Clusiaceae,,,
240,241,0.0,Calpocalyx heitzii,Leguminosae,,,
241,242,0.0,Calycophyllum candidissimum,Rubiaceae,,,
242,243,0.0,Calycophyllum multiflorum,Rubiaceae,,,
243,244,0.0,Calycophyllum spruceanum,Rubiaceae,,,
244,245,0.0,Campnosperma auriculatum,Anacardiaceae,,,
245,246,0.0,Campnosperma brevipetiolatum,Anacardiaceae,,,
246,247,0.0,Campnosperma coriaceum,Anacardiaceae,,,
247,248,0.0,Campnosperma montanum,Anacardiaceae,,,
248,249,0.0,Campnosperma panamense,Anacardiaceae,,,
249,250,0.0,Campnosperma squamatum,Anacardiaceae,,,
250,251,0.0,Cananga odorata,Annonaceae,,,
251,252,0.0,Canarium euphyllum,Burseraceae,,,
252,253,0.0,Canarium hirsutum,Burseraceae,,,
253,254,0.0,Canarium indicum,Burseraceae,,,
254,255,0.0,Canarium littorale,Burseraceae,,,
255,256,0.0,Canarium luzonicum,Burseraceae,,,
256,257,0.0,Canarium schweinfurtii,Burseraceae,,,
257,258,0.0,Cantleya corniculata,Stemonuraceae,,,
258,259,0.0,Carallia brachiata,Rhizophoraceae,,,
259,260,0.0,Carapa grandiflora,Meliaceae,,,
260,261,0.0,Carapa guianensis,Meliaceae,,,
261,262,0.0,Carapa procera,Meliaceae,,,
262,263,0.0,Cardwellia sublimis,Proteaceae,,,
263,264,0.0,Cariniana domestica,Lecythidaceae,,,
264,265,0.0,Cariniana estrellensis,Lecythidaceae,,,
265,266,0.0,Cariniana legalis,Lecythidaceae,,,
266,267,0.0,Cariniana pyriformis,Lecythidaceae,,,
267,268,0.0,Carpinus betulus,Betulaceae,,,
268,269,0.0,Carpinus caroliniana,Betulaceae,,,
269,270,0.0,Carya alba,Juglandaceae,,,
270,271,0.0,Carya aquatica,Juglandaceae,,,
271,272,0.0,Carya cordiformis,Juglandaceae,,,
272,273,0.0,Carya glabra,Juglandaceae,,,
273,274,0.0,Carya illinoinensis,Juglandaceae,,,
274,275,0.0,Carya laciniosa,Juglandaceae,,,
275,276,0.0,Carya myristiciformis,Juglandaceae,,,
276,277,0.0,Carya ovata,Juglandaceae,,,
277,278,0.0,Caryocar costaricense,Caryocaraceae,,,
278,279,0.0,Caryocar glabrum,Caryocaraceae,,,
279,280,0.0,Caryocar nuciferum,Caryocaraceae,,,
280,281,0.0,Caryocar villosum,Caryocaraceae,,,
281,282,0.0,Caryota urens,Arecaceae,,,
282,283,0.0,Casearia battiscombei,Salicaceae,,,
283,284,0.0,Casearia dallachyi,Salicaceae,,,
284,285,0.0,Casearia gossypiosperma,Salicaceae,,,
285,286,0.0,Casearia praecox,Salicaceae,,,
286,287,0.0,Cassia javanica,Leguminosae,,,
287,288,0.0,Cassipourea gummiflua,Rhizophoraceae,,,
288,289,0.0,Cassipourea malosana,Rhizophoraceae,,,
289,290,0.0,Castanea crenata,Fagaceae,,,
290,291,0.0,Castanea dentata,Fagaceae,,,
291,292,0.0,Castanea sativa,Fagaceae,,,
292,293,0.0,Castanopsis acuminatissima,Fagaceae,,,
293,294,0.0,Castanopsis argentea,Fagaceae,,,
294,295,0.0,Castanopsis cuspidata,Fagaceae,,,
295,296,0.0,Castanopsis javanica,Fagaceae,,,
296,297,0.0,Castanopsis tungurrut,Fagaceae,,,
297,298,0.0,Castanospermum australe,Leguminosae,,,
298,299,0.0,Casuarina cunninghamiana,Casuarinaceae,,,
299,300,0.0,Casuarina equisetifolia,Casuarinaceae,,,
300,301,0.0,Catalpa bignonioides,Bignoniaceae,,,
301,302,0.0,Catalpa speciosa,Bignoniaceae,,,
302,303,0.0,Catostemma commune,Malvaceae,,,
303,304,0.0,Catostemma fragrans,Malvaceae,,,
304,305,0.0,Cavanillesia platanifolia,Malvaceae,,,
305,306,0.0,Cecropia peltata,Urticaceae,,,
306,307,0.0,Cecropia sciadophylla,Urticaceae,,,
307,308,0.0,Cedrela angustifolia,Meliaceae,,,
308,309,0.0,Cedrela fissilis,Meliaceae,,,
309,310,0.0,Cedrela odorata,Meliaceae,,,
310,311,0.0,Cedrela serrata,Meliaceae,,,
311,312,0.0,Cedrelinga cateniformis,Leguminosae,,,
312,313,0.0,Ceiba pentandra,Malvaceae,,,
313,314,0.0,Ceiba samauma,Malvaceae,,,
314,315,0.0,Ceiba speciosa,Malvaceae,,,
315,316,0.0,Celtis adolfi-friderici,Cannabaceae,,,
316,317,0.0,Celtis laevigata,Cannabaceae,,,
317,318,0.0,Celtis laevigata,Cannabaceae,,,
318,319,0.0,Celtis reticulata,Cannabaceae,,,
319,320,0.0,Celtis mildbraedii,Cannabaceae,,,
320,321,0.0,Celtis occidentalis,Cannabaceae,,,
321,322,0.0,Celtis philippensis,Cannabaceae,,,
322,323,0.0,Celtis rigescens,Cannabaceae,,,
323,324,0.0,Celtis zenkeri,Cannabaceae,,,
324,325,0.0,Centrolobium ochroxylon,Leguminosae,,,
325,326,0.0,Centrolobium paraense,Leguminosae,,,
326,327,0.0,Centrolobium paraense,Leguminosae,,,
327,328,0.0,Centrolobium orenocense,Leguminosae,,,
328,329,0.0,Cephalosphaera usambarensis,Myristicaceae,,,
329,330,0.0,Ceratopetalum succirubrum,Cunoniaceae,,,
330,331,0.0,Cerbera odollam,Apocynaceae,,,
331,332,0.0,Cercidiphyllum japonicum,Cercidiphyllaceae,,,
332,333,0.0,Ceriops tagal,Rhizophoraceae,,,
333,334,0.0,Chamaecrista apoucouita,Leguminosae,,,
334,335,0.0,Chisocheton pentandrus,Meliaceae,,,
335,336,0.0,Chlorocardium rodiei,Lauraceae,,,
336,337,0.0,Chloroxylon swietenia,Rutaceae,,,
337,338,0.0,Chrysolepis chrysophylla,Fagaceae,,,
338,339,0.0,Chrysophyllum africanum,Sapotaceae,,,
339,340,0.0,Chrysophyllum albidum,Sapotaceae,,,
340,341,0.0,Chrysophyllum beguei,Sapotaceae,,,
341,342,0.0,Chrysophyllum boivinianum,Sapotaceae,,,
342,343,0.0,Gambeya madagascariensis,Sapotaceae,,,
343,344,0.0,Chrysophyllum giganteum,Sapotaceae,,,
344,345,0.0,Chrysophyllum gonocarpum,Sapotaceae,,,
345,346,0.0,Chrysophyllum lacourtianum,Sapotaceae,,,
346,347,0.0,Gambeya lacourtiana,Sapotaceae,,,
347,348,0.0,Chrysophyllum perpulchrum,Sapotaceae,,,
348,349,0.0,Chrysophyllum pomiferum,Sapotaceae,,,
349,350,0.0,Chrysophyllum sanguinolentum,Sapotaceae,,,
350,351,0.0,Chrysophyllum subnudum,Sapotaceae,,,
351,352,0.0,Chukrasia tabularis,Meliaceae,,,
352,353,0.0,Cinnamomum camphora,Lauraceae,,,
353,354,0.0,Cinnamomum iners,Lauraceae,,,
354,355,0.0,Cinnamomum porrectum,Lauraceae,,,
355,356,0.0,Clarisia racemosa,Moraceae,,,
356,357,0.0,Clathrotropis brachypetala,Leguminosae,,,
357,358,0.0,Clathrotropis macrocarpa,Leguminosae,,,
358,359,0.0,Cleistopholis glauca,Annonaceae,,,
359,360,0.0,Cleistopholis patens,Annonaceae,,,
360,361,0.0,Cocos nucifera,Arecaceae,,,
361,362,0.0,Coelocaryon preussii,Myristicaceae,,,
362,363,0.0,Coelostegia griffithii,Malvaceae,,,
363,364,0.0,Cojoba arborea,Leguminosae,,,
364,365,0.0,Colophospermum mopane,Leguminosae,,,
365,366,0.0,Combretocarpus rotundatus,Anisophylleaceae,,,
366,367,0.0,Combretum imberbe,Combretaceae,,,
367,368,0.0,Conocarpus erectus,Combretaceae,,,
368,369,0.0,Copaifera langsdorffii,Leguminosae,,,
369,370,0.0,Copaifera mildbraedii,Leguminosae,,,
370,371,0.0,Copaifera multijuga,Leguminosae,,,
371,372,0.0,Copaifera officinalis,Leguminosae,,,
372,373,0.0,Copaifera religiosa,Leguminosae,,,
373,374,0.0,Copaifera salikounda,Leguminosae,,,
374,375,0.0,Cordia africana,Boraginaceae,,,
375,376,0.0,Cordia alliodora,Boraginaceae,,,
376,377,0.0,Cordia americana,Boraginaceae,,,
377,378,0.0,Cordia collococca,Boraginaceae,,,
378,379,0.0,Cordia dichotoma,Boraginaceae,,,
379,380,0.0,Cordia suaveolens,Boraginaceae,,,
380,381,0.0,Cordia dodecandra,Boraginaceae,,,
381,382,0.0,Cordia elaeagnoides,Boraginaceae,,,
382,383,0.0,Cordia fragrantissima,Boraginaceae,,,
383,384,0.0,Cordia gerascanthus,Boraginaceae,,,
384,385,0.0,Cordia glabrata,Boraginaceae,,,
385,386,0.0,Cordia goeldiana,Boraginaceae,,,
386,387,0.0,Cordia millenii,Boraginaceae,,,
387,388,0.0,Cordia platythyrsa,Boraginaceae,,,
388,389,0.0,Cordia sebestena,Boraginaceae,,,
389,390,0.0,Cordia subcordata,Boraginaceae,,,
390,391,0.0,Cordia trichotoma,Boraginaceae,,,
391,392,0.0,Cordyla africana,Leguminosae,,,
392,393,0.0,Cornus florida,Cornaceae,,,
393,394,0.0,Corylus avellana,Betulaceae,,,
394,395,0.0,Corylus colurna,Betulaceae,,,
395,396,0.0,Corymbia citriodora,Myrtaceae,,,
396,397,0.0,Corymbia maculata,Myrtaceae,,,
397,398,0.0,Cotylelobium burckii,Dipterocarpaceae,,,
398,399,0.0,Cotylelobium lanceolatum,Dipterocarpaceae,,,
399,400,0.0,Cotylelobium melanoxylon,Dipterocarpaceae,,,
400,401,0.0,Coula edulis,Olacaceae,,,
401,402,0.0,Couma macrocarpa,Apocynaceae,,,
402,403,0.0,Couratari guianensis,Lecythidaceae,,,
403,404,0.0,Couratari macrosperma,Lecythidaceae,,,
404,405,0.0,Couratari multiflora,Lecythidaceae,,,
405,406,0.0,Couratari oblongifolia,Lecythidaceae,,,
406,407,0.0,Couratari stellata,Lecythidaceae,,,
407,408,0.0,Couroupita guianensis,Lecythidaceae,,,
408,409,0.0,Couroupita nicaraguarensis,Lecythidaceae,,,
409,410,0.0,Couroupita odoratissima,Lecythidaceae,,,
410,411,0.0,Crataegus azarolus,Rosaceae,,,
411,412,0.0,Crataegus coccinea,Rosaceae,,,
412,413,0.0,Crataegus laevigata,Rosaceae,,,
413,414,0.0,Crataegus monogyna,Rosaceae,,,
414,415,0.0,Crataegus pinnatifida,Rosaceae,,,
415,416,0.0,Cratoxylum arborescens,Hypericaceae,,,
416,417,0.0,Cratoxylum formosum,Hypericaceae,,,
417,418,0.0,Cratoxylon formosum,Hypericaceae,,,
418,419,0.0,Croton megalocarpus,Euphorbiaceae,,,
419,420,0.0,Ctenolophon englerianus,Ctenolophonaceae,,,
420,421,0.0,Ctenolophon parvifolius,Ctenolophonaceae,,,
421,422,0.0,Cylicodiscus gabunensis,Leguminosae,,,
422,423,0.0,Cynometra alexandri,Leguminosae,,,
423,424,0.0,Cynometra ananta,Leguminosae,,,
424,425,0.0,Cynometra elmeri,Leguminosae,,,
425,426,0.0,Cynometra inaequifolia,Leguminosae,,,
426,427,0.0,Cynometra malaccensis,Leguminosae,,,
427,428,0.0,Cynometra mirabilis,Leguminosae,,,
428,429,0.0,Cynometra ramiflora,Leguminosae,,,
429,430,0.0,Dacryodes buettneri,Burseraceae,,,
430,431,0.0,Dacryodes excelsa,Burseraceae,,,
431,432,0.0,Dacryodes igaganga,Burseraceae,,,
432,433,0.0,Dactylocladus stenostachys,Penaeaceae,,,
433,434,0.0,Dalbergia bariensis,Leguminosae,,,
434,435,0.0,Dalbergia baronii,Leguminosae,,,
435,436,0.0,Dalbergia brownei,Leguminosae,,,
436,437,0.0,Dalbergia cambodiana,Leguminosae,,,
437,438,0.0,Dalbergia cearensis,Leguminosae,,,
438,439,0.0,Dalbergia cochinchinensis,Leguminosae,,,
439,440,0.0,Dalbergia congestiflora,Leguminosae,,,
440,441,0.0,Dalbergia cubilquitzensis,Leguminosae,,,
441,442,0.0,Dalbergia cultrata,Leguminosae,,,
442,443,0.0,Dalbergia cuscatlanica,Leguminosae,,,
443,444,0.0,Dalbergia decipularis,Leguminosae,,,
444,445,0.0,Dalbergia ecastaphyllum,Leguminosae,,,
445,446,0.0,Dalbergia frutescens,Leguminosae,,,
446,447,0.0,Dalbergia glabra,Leguminosae,,,
447,448,0.0,Dalbergia granadillo,Leguminosae,,,
448,449,0.0,Dalbergia greveana,Leguminosae,,,
449,450,0.0,Dalbergia latifolia,Leguminosae,,,
450,451,0.0,Dalbergia louvelii,Leguminosae,,,
451,452,0.0,Dalbergia madagascariensis,Leguminosae,,,
452,453,0.0,Dalbergia maritima,Leguminosae,,,
453,454,0.0,Dalbergia melanoxylon,Leguminosae,,,
454,455,0.0,Dalbergia monticola,Leguminosae,,,
455,456,0.0,Dalbergia nigra,Leguminosae,,,
456,457,0.0,Dalbergia oliveri,Leguminosae,,,
457,458,0.0,Dalbergia pervillei,Leguminosae,,,
458,459,0.0,Dalbergia retusa,Leguminosae,,,
459,460,0.0,Dalbergia rimosa,Leguminosae,,,
460,461,0.0,Dalbergia sissoides,Leguminosae,,,
461,462,0.0,Dalbergia sissoo,Leguminosae,,,
462,463,0.0,Dalbergia spruceana,Leguminosae,,,
463,464,0.0,Dalbergia stevensonii,Leguminosae,,,
464,465,0.0,Dalbergia tucurensis,Leguminosae,,,
465,466,0.0,Daniella thurifera,Bignoniaceae,,,
466,467,0.0,Daniellia klainei,Bignoniaceae,,,
467,468,0.0,Daniellia ogea,Leguminosae,,,
468,469,0.0,Daniellia thurifera,Leguminosae,,,
469,470,0.0,Dendropanax arboreus,Araliaceae,,,
470,471,0.0,Dendropanax cuneatus,Araliaceae,,,
471,472,0.0,Desmodium oojeinense,Leguminosae,,,
472,473,0.0,Detarium macrocarpum,Leguminosae,,,
473,474,0.0,Detarium senegalense,Leguminosae,,,
474,475,0.0,Dialium cochinchinense,Leguminosae,,,
475,476,0.0,Dialium dinklagei,Leguminosae,,,
476,477,0.0,Dialium guianense,Leguminosae,,,
