,entity_id,is_coniferous,sc_name,family,flag,range_state,common_name
81,82,0.0,Amphimas pterocarpoides,Leguminosae,,,
82,83,0.0,Anacardium excelsum,Anacardiaceae,,,
83,84,0.0,Anacardium giganteum,Anacardiaceae,,,
84,85,0.0,Anacardium occidentale,Anacardiaceae,,,
85,86,0.0,Anacardium spruceanum,Anacardiaceae,,,
86,87,0.0,Andira coriacea,Leguminosae,,,
87,88,0.0,Andira inermis,Leguminosae,0,,Cabbage Tree;Angelin
88,89,0.0,Androstachys johnsonii,Picrodendraceae,,,
89,90,0.0,Aniba canellila,Lauraceae,,,
90,91,0.0,Aniba parviflora,Lauraceae,,,
91,92,0.0,Aniba rosaeodora,Lauraceae,,,
92,93,0.0,Anisoptera costata,Dipterocarpaceae,1,,Phdeak Rom;Baak;Kra Baak;Palosapis;Mersawa;Ven Ven
93,94,0.0,Anisoptera curtisii,Dipterocarpaceae,1,,Mersawa;Krabak
94,95,0.0,Anisoptera laevis,Dipterocarpaceae,1,,Mersawa Durian;Mersawa;Krabak
95,96,0.0,Anisoptera marginata,Dipterocarpaceae,1,,Mersawa;Krabak
96,97,0.0,Anisoptera scaphula,Dipterocarpaceae,1,,Mersawa
97,98,0.0,Anisoptera thurifera,Dipterocarpaceae,1,,Mersawa;Palosapis
98,99,0.0,Annickia chlorantha,Annonaceae,,,
99,100,0.0,Anogeissus acuminata,Combretaceae,,,
100,101,0.0,Anogeissus latifolia,Combretaceae,,,
101,102,0.0,Anonidium mannii,Annonaceae,,,
102,103,0.0,Anopyxis klaineana,Rhizophoraceae,1,,Noudougou;Kokoti;Kokote;Otutu;Bodioa
103,104,0.0,Antiaris toxicaria welwitschii,Moraceae,,,
104,105,0.0,Antiaris toxicaria,Moraceae,,,
105,106,0.0,Antiaris toxicaria,Moraceae,,,
106,107,0.0,Antiaris africana,Moraceae,,,
107,108,0.0,Antiaris toxicaria,Moraceae,,,
108,109,0.0,Antrocaryon klaineanum,Anacardiaceae,,,
109,110,0.0,Antrocaryon micraster,Anacardiaceae,1,,Aprokuma;Akoua;Bougongi;Antrocaryon;Ifa Okete
110,111,0.0,Apeiba glabra,Malvaceae,,,
111,112,0.0,Aphananthe philippinensis,Cannabaceae,,,
112,113,0.0,Aphanocalyx heitzii,Leguminosae,,,
113,114,0.0,Apuleia leiocarpa,Leguminosae,,,
114,115,0.0,Aquilaria malaccensis,Thymelaeaceae,1,,Calambac;Agarwood;Lign-aloes;Kritsanaa;Eaglewood;Gaharu;Aloewood;Karas;Depu;Mai Hom
115,116,0.0,Arbutus menziesii,Ericaceae,,,
116,117,0.0,Arbutus unedo,Ericaceae,0,,Medronheiro;Strawberry Tree
117,118,0.0,Archidendropsis xanthoxylon,Leguminosae,,,
118,119,0.0,Artocarpus altilis,Moraceae,,,
119,120,0.0,Artocarpus chama,Moraceae,,,
120,121,0.0,Artocarpus elasticus,Moraceae,,,
121,122,0.0,Artocarpus hirsutus,Moraceae,,,
122,123,0.0,Artocarpus integer,Moraceae,,,
123,124,0.0,Artocarpus lanceifolius,Moraceae,,,
124,125,0.0,Artocarpus ovatus,Moraceae,,,
125,126,0.0,Artocarpus rigidus,Moraceae,,,
126,127,0.0,Artocarpus scortechinii,Moraceae,,,
127,128,0.0,Aspidosperma album,Apocynaceae,,,
128,129,0.0,Aspidosperma desmanthum,Apocynaceae,,,
129,130,0.0,Aspidosperma megalocarpon,Apocynaceae,0,,
130,131,0.0,Aspidosperma polyneuron,Apocynaceae,1,,Carretto;Peroba Amargosa;Amargoroso;Peroba De Sao Paulo;Peroba Mirim;Peroba Rosa;Peroba Rajada;Peroba;Peroba Paulista;Sobro;Peroba Amarela;Peroba Açú;Ib
131,132,0.0,Aspidosperma quebracho-blanco,Apocynaceae,,,
132,133,0.0,Aspidosperma tomentosum,Apocynaceae,,,
133,134,0.0,Aspidosperma vargasii,Apocynaceae,,,
134,135,0.0,Aspidostemon perrieri,Lauraceae,,,
135,136,0.0,Asteropeia rhopaloides,Asteropeiaceae,1,,Manoko Mavo;Manokofotsy;Tsararavina
136,137,0.0,Astronium fraxinifolium,Anacardiaceae,,,
137,138,0.0,Astronium graveolens,Anacardiaceae,,,
138,139,0.0,Astronium lecointei,Anacardiaceae,,,
139,140,0.0,Astronium urundeuva,Anacardiaceae,1,,Areoeira Petra;Aroeira Da Serra;Urundei-mé;Aroeire;Aroeira Legitima;Arindeúva;Goncalo Alves;Aroeira Do Sertao;Orindeúva;Aroeira Do Campo;Urundel;Aroeira;Arveira;Urundeúva;Arendeúva
140,141,0.0,Atherosperma moschatum,Atherospermataceae,,,
141,142,0.0,Aucoumea klaineana,Burseraceae,1,,Angouma;Gaboon;Okumé;Okoume;Okoumé;Moukoumi;N'koumi
142,143,0.0,Autranella congolensis,Sapotaceae,1,,Elanzok;Elang;Mukulungu;Uku;Kabulungu
143,144,0.0,Azadirachta excelsa,Meliaceae,,,
144,145,0.0,Azadirachta indica,Meliaceae,,,
145,146,0.0,Bagassa guianensis,Moraceae,,,
146,147,0.0,Baikiaea insignis,Leguminosae,,,
147,148,0.0,Baikiaea plurijuga,Leguminosae,0,,Rhodesian-teak;Zambesi Redwood;Mukushi;Umgusi
148,149,0.0,Baillonella toxisperma,Sapotaceae,1,,Dimpampi;Djave Nut;Moabi;African Pearwood;Njabi;Adza
149,150,0.0,Balakata baccata,Euphorbiaceae,,,
150,151,0.0,Balakata luzonica,Euphorbiaceae,,,
151,152,0.0,Balanocarpus heimii,Dipterocarpaceae,,,
152,153,0.0,Balfourodendron riedelianum,Rutaceae,1,,Pau Marfim;Marfim;Guatambu Blanco;Guatambu;Guarataia;Pau Cetim;Guataia;Pequia;Pequia Mamona;Pau Liso;Guamixinga;Farinha Seca
153,154,0.0,Balmea stormiae,Rubiaceae,1,,
154,155,0.0,Baphia nitida,Leguminosae,0,,Camwood;Bois rouge
155,156,0.0,Barringtonia acutangula,Lecythidaceae,,,
156,157,0.0,Bastardiopsis densiflora,Malvaceae,,,
157,158,0.0,Batesia floribunda,Leguminosae,,,
158,159,0.0,Beccariophoenix madagascariensis,Arecaceae,1,,Sikomba;Manara;Manarano;Maroala
159,160,0.0,Beilschmiedia letouzeyi,Lauraceae,,,
160,161,0.0,Beilschmiedia mannii,Lauraceae,,,
161,162,0.0,Beilschmiedia tawa,Lauraceae,,,
162,163,0.0,Beilschmiedia velutina,Lauraceae,,,
163,164,0.0,Berchemia zeyheri,Rhamnaceae,,,
164,165,0.0,Berlinia auriculata,Leguminosae,0,,"Ebiara (Gabon);Tbouabe (Gabon);Bois de rose;Abouate (Gabon);Houate (Gabon);Ebolo (Yassa, Cameroon);Abem"
165,166,0.0,Berlinia bracteosa,Leguminosae,0,,"Embiaga (Gabon);Possa (Congo Brazzaville);Souwa (Munzali, Gabon); Congo Kinshasa);Mpossa (Kiyumbe, Yombe;Ebiara (Cameroon);Enana (Pahouin de Libreville, Gabon);Uzabi (Pogo, Gabon);Bôssa (Gabon);Bibora (Gabon);Esabem (Cameroon);Ebiara (Pahouin, Cameroon);Bôra (Gabon);Ibota (Mitsogho, Gabon);Abem"
166,167,0.0,Berlinia confusa,Leguminosae,0,,"Ebiara (Gabon);Ebiara-Minkoul (Gabon);Ebiara-Minkoul des Montagnes (Gabon);Ekpogoi (Nigeria);Ekpagoy (Nigeria);Red Oak (Liberia);Ebiara (Gabouin, Gabon);Mende (Sakpei, Sierra Leone);Ebiara a petites feuilees (Gabon);Ebiara (Ivory Coast);Bois de Rose;Gbor-ku-orh (Liberia)"
167,168,0.0,Berlinia grandiflora,Leguminosae,0,,"Doka-Rafi (Nigeria);Apado (Yoruba, Nigeria);Libundukulu-li-lowe (Turumba, Congo Kinshasa);Kedam Oboba (Nigeria);Mélegba (Ivory Coast);Ka-Kontha (Temne, Sierra Leone);Falmei (Dj, Niger);Ebolo (Nigeria);Okoro (Sobo, Nigeria);Obuba (Nigeria);Kpendei-guli (Mende, Sierra Leone);Ko-Sau (Guinea (Conakry);Ko-Sio (Bamb, Mali);Bois de Rose;Kosau (Ivory Coast);Abem (Yaoundé, Cameroon);Kam-booro (Central African republic)"
168,169,0.0,Bertholletia excelsa,Lecythidaceae,1,,Brazil-nut Tree;Castanheiro;Juvia;Castaña Del Marañón;Castanha Verdadeira;Turury;Brazilnoot;Castanha Para;Noix Du Brésil;Yubia;Para Nut;Touca
169,170,0.0,Betula alleghaniensis,Betulaceae,0,,Silver birch;Yellow birch;Swamp birch;Gray birch;Bouleau;Merisier
170,171,0.0,Betula alnoides,Betulaceae,0,,Xi hua;Kath-bhuj;Bhurjapatra;Himalayan birch;Indian Birch;लेक पैयु Lekh pain;Saur
171,172,0.0,Betula lenta,Betulaceae,0,,Cherry birch;Round-leaf Birch;Sweet birch;Black birch
172,173,0.0,Betula maximowicziana,Betulaceae,0,,Monarch Birch;Saihada-Kamba;Udai-Kamba
173,174,0.0,Betula nigra,Betulaceae,0,,Red birch;Water birch;River birch;Black birch
174,175,0.0,Betula papyrifera,Betulaceae,0,,Bouleau blanc;Paper birch;Bouleau á papier;Silver birch;Canoe birch;White birch
175,176,0.0,Betula pendula,Betulaceae,0,,European Silver Birch
176,177,0.0,Betula populifolia,Betulaceae,0,,Wire birch;White birch;Bouleau rouge;Bouleau a feuilles de peuplier;Gray birch;Old field birch;Bouleau gris;Fire birch
177,178,0.0,Betula pubescens,Betulaceae,1,,Litwinow's Birch
178,179,0.0,Betula schmidtii,Betulaceae,0,,Bakdalnamu;Ono-Ore-Kamba;Sai Hei Hua
179,180,0.0,Bischofia javanica,Phyllanthaceae,,,
180,181,0.0,Bixa arborea,Bixaceae,,,
181,182,0.0,Bixa orellana,Bixaceae,,,
182,183,0.0,Bobgunnia fistuloides,Leguminosae,0,,Dina;Pau Rosa;Pao Rosa;Awong;Oken;Akite;Kiela Kusu;Asomanini;Ndina
183,184,0.0,Bobgunnia madagascariensis,Leguminosae,,,
184,185,0.0,Bombax brevicuspe,Malvaceae,,,
185,186,0.0,Bombax ceiba,Malvaceae,,,
186,187,0.0,Borassus flabellifer,Arecaceae,,,
187,188,0.0,Bowdichia nitida,Leguminosae,,,
188,189,0.0,Bowdichia virgilioides,Leguminosae,,,
189,190,0.0,Brachylaena huillensis,Compositae,0,,Watho;Muhuhu;Muhugwe;Magogo;Mschenze;Mvumo;Avud Mubuubu;Muhugu;Kipungungu
190,191,0.0,Brachylaena merana,Compositae,,,
191,192,0.0,Brachylaena ramiflora,Compositae,,,
192,193,0.0,Brachystegia cynometroides,Leguminosae,0,,
193,194,0.0,Brachystegia eurycoma,Leguminosae,,,
194,195,0.0,Brachystegia laurentii,Leguminosae,,,
195,196,0.0,Brachystegia leonensis,Leguminosae,,,
196,197,0.0,Brachystegia mildbraedii,Leguminosae,,,
197,198,0.0,Brachystegia nigerica,Leguminosae,1,,Okwen
198,199,0.0,Brachystegia spiciformis,Leguminosae,,,
199,200,0.0,Brachystegia zenkeri,Leguminosae,0,,Léké;Bomanga
200,201,0.0,Breonadia salicina,Rubiaceae,,,
201,202,0.0,Breonia madagascariensis,Rubiaceae,,,
202,203,0.0,Breviea sericea,Sapotaceae,0,,Kankabim;Apobéaou
203,204,0.0,Bridelia grandis,Phyllanthaceae,,,
204,205,0.0,Bridelia micrantha,Phyllanthaceae,0,,
205,206,0.0,Brosimum alicastrum,Moraceae,0,,Tillo;Burba;Berba;Guaimaro
206,207,0.0,Brosimum costaricanum,Moraceae,,,
207,208,0.0,Brosimum guianense,Moraceae,,,
208,209,0.0,Brosimum parinarioides,Moraceae,,,
209,210,0.0,Brosimum potabile,Moraceae,,,
210,211,0.0,Brosimum rubescens,Moraceae,,,
211,212,0.0,Brosimum utile,Moraceae,1,,
212,213,0.0,Buchanania arborescens,Anacardiaceae,,,
213,214,0.0,Buchanania latifolia,Anacardiaceae,,,
214,215,0.0,Buchenavia tetraphylla,Combretaceae,,,
215,216,0.0,Bucida buceras,Combretaceae,,,
216,217,0.0,Bulnesia arborea,Zygophyllaceae,,,
217,218,0.0,Bulnesia carrapo,Zygophyllaceae,1,,
218,219,0.0,Bulnesia sarmientoi,Zygophyllaceae,0,,Palo Santo
219,220,0.0,Burkea africana,Leguminosae,,,
220,221,0.0,Bursera simaruba,Burseraceae,,,
221,222,0.0,Buxus macowanii,Buxaceae,,,
222,223,0.0,Buxus sempervirens,Buxaceae,,,
223,224,0.0,Byrsonima crassifolia,Malpighiaceae,,,
224,225,0.0,Byrsonima spicata,Malpighiaceae,,,
225,226,0.0,Cabralea cangerana,Meliaceae,,,
226,227,0.0,Cabralea canjerana,Meliaceae,0,,Pindaiborana;Rebenta Canralo;Canjerana;Canjerana Pindaiborana;Canjarana;Rebenta Cavalo
227,228,0.0,Caesalpinia echinata,Leguminosae,1,,Ibirapitanga;Pau-brasil;Orabutá;Pau-rosado;Brasileto;Pau-pernambuco
228,229,0.0,Caesalpinia ferrea,Leguminosae,,,
229,230,0.0,Caesalpinia granadillo,Leguminosae,,,
230,231,0.0,Caesalpinia paraguariensis,Leguminosae,1,,Guayacáu Negro;Guayacáu;Guayacaú Negro;Ibirá-berá
231,232,0.0,Caesalpinia platyloba,Leguminosae,,,
232,233,0.0,Calophyllum brasiliense,Clusiaceae,,,
233,234,0.0,Calophyllum ferrugineum,Clusiaceae,,,
234,235,0.0,Calophyllum inophyllum,Clusiaceae,0,,Fetau;Segeju;Bintangor Laut;Bangkalan;Foraha;Naowakan;Poenago;Takamaka;Alexandrian Laurel;Kating;Kra Thing;Dingkaran;Damba;Ndilo;Beach Calophyllum;Ponnyet;Penaga Laut;Borneo Mahogany;Caymun;Bitaog;Camplong;Palo Maria;Punnai;Saraphee Naen;Digo;Njamplung
235,236,0.0,Calophyllum papuanum,Clusiaceae,0,,
236,237,0.0,Calophyllum peekelii,Clusiaceae,0,,Baula
237,238,0.0,Calophyllum tetrapterum,Clusiaceae,0,,Tanghon;Bintangor Kuning;Cong Vay Oc
238,239,0.0,Calophyllum tomentosum,Clusiaceae,1,,
239,240,0.0,Calophyllum vitiense,Clusiaceae,0,,Damanu
240,241,0.0,Calpocalyx heitzii,Leguminosae,1,,Miama
241,242,0.0,Calycophyllum candidissimum,Rubiaceae,,,
242,243,0.0,Calycophyllum multiflorum,Rubiaceae,,,
243,244,0.0,Calycophyllum spruceanum,Rubiaceae,,,
244,245,0.0,Campnosperma auriculatum,Anacardiaceae,,,
245,246,0.0,Campnosperma brevipetiolatum,Anacardiaceae,,,
246,247,0.0,Campnosperma coriaceum,Anacardiaceae,,,
247,248,0.0,Campnosperma montanum,Anacardiaceae,,,
248,249,0.0,Campnosperma panamense,Anacardiaceae,,,
249,250,0.0,Campnosperma squamatum,Anacardiaceae,,,
250,251,0.0,Cananga odorata,Annonaceae,,,
251,252,0.0,Canarium euphyllum,Burseraceae,,,
252,253,0.0,Canarium hirsutum,Burseraceae,,,
253,254,0.0,Canarium indicum,Burseraceae,,,
254,255,0.0,Canarium littorale,Burseraceae,0,,Kawangan;Damar Kahingai;Ki Kanari;Jelemu Nanking;Kedondong Bulan;Kedondong Puteh;Deluwak;Kenari;Kedondong;Kedondong Gergaji;Mardundung
255,256,0.0,Canarium luzonicum,Burseraceae,1,,Pili-pili;Belis;Piling-liitan;Malapili
256,257,0.0,Canarium schweinfurtii,Burseraceae,,,
257,258,0.0,Cantleya corniculata,Stemonuraceae,1,,
258,259,0.0,Carallia brachiata,Rhizophoraceae,,,
259,260,0.0,Carapa grandiflora,Meliaceae,,,
260,261,0.0,Carapa guianensis,Meliaceae,0,,
261,262,0.0,Carapa procera,Meliaceae,,,
262,263,0.0,Cardwellia sublimis,Proteaceae,,,
263,264,0.0,Cariniana domestica,Lecythidaceae,,,
264,265,0.0,Cariniana estrellensis,Lecythidaceae,,,
265,266,0.0,Cariniana legalis,Lecythidaceae,1,,Sapucaia-de-apito;Jequitibá Rosa;Sapucaia De Apito;Jequitibá Branco;Pau-carga;Pau Carga;Jequitibá Vermello
266,267,0.0,Cariniana pyriformis,Lecythidaceae,0,,Jequitiva;Abarco;Bacu;Colombian Mahogany;Jequitibá
267,268,0.0,Carpinus betulus,Betulaceae,0,,Caucasian Hornbeam;Hornbeam;Common Hornbeam
268,269,0.0,Carpinus caroliniana,Betulaceae,0,,"Musclewood;tzutcamay;dsuram cura;pipinque;oreja de ratón;capillero;palo barranco;mora de la sierra;palo de barranca;Hornbeam;pepinque;Alisillo;mora blanca;moralillo;Blue beech;caxin;c’ut bah té;palo borracho;tzaráracua-ucua,;palo liso;American Hornbeam;palo blanco;lechillo"
269,270,0.0,Carya alba,Juglandaceae,,,
270,271,0.0,Carya aquatica,Juglandaceae,,,
271,272,0.0,Carya cordiformis,Juglandaceae,,,
272,273,0.0,Carya glabra,Juglandaceae,,,
273,274,0.0,Carya illinoinensis,Juglandaceae,,,
274,275,0.0,Carya laciniosa,Juglandaceae,,,
275,276,0.0,Carya myristiciformis,Juglandaceae,,,
276,277,0.0,Carya ovata,Juglandaceae,,,
277,278,0.0,Caryocar costaricense,Caryocaraceae,1,,Almendrillo;Cagüí;Ajillo;Ajo;Almendrón;Plomillo;Manú;Ají
278,279,0.0,Caryocar glabrum,Caryocaraceae,,,
279,280,0.0,Caryocar nuciferum,Caryocaraceae,,,
280,281,0.0,Caryocar villosum,Caryocaraceae,,,
281,282,0.0,Caryota urens,Arecaceae,0,,Fishtail Palm;Wine Palm;Kitul;Toddy Palm
282,283,0.0,Casearia battiscombei,Salicaceae,,,
283,284,0.0,Casearia dallachyi,Salicaceae,,,
284,285,0.0,Casearia gossypiosperma,Salicaceae,,,
285,286,0.0,Casearia praecox,Salicaceae,,,
286,287,0.0,Cassia javanica,Leguminosae,,,
287,288,0.0,Cassipourea gummiflua,Rhizophoraceae,,,
288,289,0.0,Cassipourea malosana,Rhizophoraceae,,,
289,290,0.0,Castanea crenata,Fagaceae,,,
290,291,0.0,Castanea dentata,Fagaceae,,,
291,292,0.0,Castanea sativa,Fagaceae,,,
292,293,0.0,Castanopsis acuminatissima,Fagaceae,,,
293,294,0.0,Castanopsis argentea,Fagaceae,,,
294,295,0.0,Castanopsis cuspidata,Fagaceae,,,
295,296,0.0,Castanopsis javanica,Fagaceae,,,
296,297,0.0,Castanopsis tungurrut,Fagaceae,,,
297,298,0.0,Castanospermum australe,Leguminosae,,,
298,299,0.0,Casuarina cunninghamiana,Casuarinaceae,,,
299,300,0.0,Casuarina equisetifolia,Casuarinaceae,,,
300,301,0.0,Catalpa bignonioides,Bignoniaceae,,,
301,302,0.0,Catalpa speciosa,Bignoniaceae,,,
302,303,0.0,Catostemma commune,Malvaceae,,,
303,304,0.0,Catostemma fragrans,Malvaceae,,,
304,305,0.0,Cavanillesia platanifolia,Malvaceae,0,,Hameli;Cuipo;Hamelí
305,306,0.0,Cecropia peltata,Urticaceae,,,
306,307,0.0,Cecropia sciadophylla,Urticaceae,,,
307,308,0.0,Cedrela angustifolia,Meliaceae,,,
308,309,0.0,Cedrela fissilis,Meliaceae,1,,Acaju-catinga;Cedro Blanco;Cedro-da-várzea;Cedro-vermelho;Cedro-batata;Iaporaissib;Cedro Branco;Cedro;Cedro Rosdao;Cedro Vermelho;Cedro Colorado;Cedro Batata;Cedro Rosado;Cedro Misionero;Basálkina;Cedro-branco;Misionero;Cedro Diamantina
309,310,0.0,Cedrela odorata,Meliaceae,1,,Acajou Rouge;Cedro Rojo;Acajou-bois;Red Cedar;Koperi;Spanish Cedar;Ceder;Atoreb;Cigar-box Wood;Akuyari;Cedrela;Cedrat
310,311,0.0,Cedrela serrata,Meliaceae,,,
311,312,0.0,Cedrelinga cateniformis,Leguminosae,,,
312,313,0.0,Ceiba pentandra,Malvaceae,0,,Kapok
313,314,0.0,Ceiba samauma,Malvaceae,,,
314,315,0.0,Ceiba speciosa,Malvaceae,,,
315,316,0.0,Celtis adolfi-friderici,Cannabaceae,,,
316,317,0.0,Celtis laevigata,Cannabaceae,0,,Sugarberry
317,318,0.0,Celtis laevigata,Cannabaceae,,,
318,319,0.0,Celtis reticulata,Cannabaceae,,,
319,320,0.0,Celtis mildbraedii,Cannabaceae,,,
320,321,0.0,Celtis occidentalis,Cannabaceae,,,
321,322,0.0,Celtis philippensis,Cannabaceae,,,
322,323,0.0,Celtis rigescens,Cannabaceae,,,
323,324,0.0,Celtis zenkeri,Cannabaceae,,,
324,325,0.0,Centrolobium ochroxylon,Leguminosae,,,
325,326,0.0,Centrolobium paraense,Leguminosae,,,
326,327,0.0,Centrolobium paraense,Leguminosae,,,
327,328,0.0,Centrolobium orenocense,Leguminosae,,,
328,329,0.0,Cephalosphaera usambarensis,Myristicaceae,1,,Mtambao;Mtambara;Mtambaa;MTAMBARA
329,330,0.0,Ceratopetalum succirubrum,Cunoniaceae,1,,
330,331,0.0,Cerbera odollam,Apocynaceae,,,
331,332,0.0,Cercidiphyllum japonicum,Cercidiphyllaceae,0,,Katsura Tree;Lianxiangshu
